Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit
ORD008013,2023-03-15,CUST0063,Udant Bansal,South,Sports,Yoga Mat,2.0,3419.14,0.0,6838.28,1239.49
ORD000414,2023-08-30,CUST0460,Zaitra Basak,South,Clothing,Women Kurti,5.0,3863.68,0.0,19318.4,6472.27
ORD007959,2023-10-31,CUST0062,Veer Tandon,South,Clothing,Men Formal Shirt,3.0,4717.16,0.0,14151.48,3763.03
ORD003034,2023-03-08,CUST0090,Pranit Gera,South,Clothing,Salwar Kameez,2.0,3601.24,0.25,5401.86,1609.83
ORD000720,2023-05-12,CUST0063,Udant Bansal,South,Electronics,DSLR Camera,2.0,19117.08,0.0,38234.16,3308.03
ORD008351,2023-07-11,CUST0009,Gayathri Sankar,West,Clothing,Men Formal Shirt,3.0,1734.15,0.0,5202.45,1475.93
ORD000192,2023-09-02,CUST0005,Mason Dutt,South,Groceries,Toor Dal 1kg,7.0,791.23,0.1,4984.75,370.8
ORD009975,2023-08-21,CUST0189,Ikbal Pall,South,Electronics,"Laptop 15""",3.0,25349.94,0.15,64642.35,6286.37
ORD000598,2023-10-21,CUST0322,Gavin Acharya,West,Groceries,Toor Dal 1kg,2.0,95.32,0.05,181.11,14.08
ORD007524,2023-11-27,CUST0407,Kevin Khanna,South,Electronics,Smartwatch,1.0,47967.17,0.0,47967.17,5297.43
ORD006286,2023-10-11,CUST0348,Triya Rastogi,East,Sports,Yoga Mat,4.0,1501.18,0.0,6004.72,1044.63
ORD010243,2023-10-22,CUST0221,Naveen Dass,South,Groceries,Whole Wheat Flour 5kg,1.0,122.71,0.1,110.44,8.53
ORD009992,2023-05-10,CUST0260,Timothy Nori,South,Electronics,DSLR Camera,5.0,78812.86,0.1,354657.87,41370.6
ORD008958,2023-01-02,CUST0084,Atharv Sarma,South,Electronics,"Laptop 15""",3.0,39475.12,0.3,82897.75,11083.49
ORD002457,2023-06-25,CUST0057,Anusha Ganesh,East,Toys,Soft Stuffed Bear,3.0,2606.25,0.0,7818.75,2448.55
ORD010098,2023-10-02,CUST0005,Mason Dutt,South,Electronics,"Laptop 15""",1.0,83580.02,0.0,83580.02,13002.3
ORD002430,2023-01-23,CUST0494,Turvi Bahl,West,Furniture,Coffee Table,5.0,3328.43,0.0,16642.15,3622.65
ORD003556,2023-08-12,CUST0284,Daksha Karan,East,Clothing,Casual Shorts,3.0,1633.56,0.05,4655.65,1501.56
ORD011150,2023-03-02,CUST0475,Jhalak Kunda,North,Electronics,Gaming Mouse,5.0,15511.66,0.0,77558.3,10798.91
ORD008863,2023-06-26,CUST0410,Matthew Sule,North,Clothing,Rain Coat,5.0,4452.68,0.0,22263.4,5078.45
ORD005304,2023-11-02,CUST0396,Ojasvi Krishnan,West,Electronics,4K Smart TV,4.0,82147.38,0.2,262871.62,33304.7
ORD005742,2023-12-04,CUST0201,Ira Banik,North,Sports,Badminton Racket,1.0,7843.79,0.15,6667.22,-852.56
ORD008968,2023-06-18,CUST0145,Kavya Sheth,West,Groceries,Organic Honey 500g,7.0,180.48,0.05,1200.19,84.32
ORD006139,2023-09-05,CUST0145,Kavya Sheth,West,Books,Finance Basics,5.0,317.53,0.0,1587.65,665.77
ORD004191,2023-11-30,CUST0239,Om Bumb,North,Electronics,4K Smart TV,2.0,58317.37,0.0,116634.74,12553.49
ORD011058,2023-10-28,CUST0118,Jagrati Grover,South,Electronics,Bluetooth Speaker,1.0,36006.71,0.0,36006.71,5115.8
ORD005109,2023-12-10,CUST0320,Tanish Dhar,South,Furniture,Dining Set 6-Seater,3.0,20285.75,0.3,42600.07,12703.92
ORD004833,2023-02-22,CUST0498,Isaac Sha,South,Electronics,Bluetooth Speaker,2.0,75692.87,0.0,151385.74,20857.37
ORD005923,2023-11-03,CUST0499,Shivansh Walia,West,Groceries,Sunflower Oil 1L,5.0,347.08,0.0,1735.4,110.3
ORD004704,2023-10-21,CUST0331,Yashvi Manne,West,Books,Power BI Guide,1.0,932.11,0.0,932.11,369.03
ORD005302,2023-04-18,CUST0019,Saksham Pillay,West,Furniture,Office Chair,4.0,14928.32,0.0,59713.28,18789.66
ORD004300,2023-08-27,CUST0126,Chakrika Majumdar,North,Groceries,Mixed Nuts 500g,4.0,142.33,0.0,569.32,47.79
ORD010575,2023-02-27,CUST0351,Anirudh Kumer,North,Furniture,Coffee Table,2.0,12291.12,0.0,24582.24,5309.58
ORD009140,2023-04-18,CUST0302,Praneel Solanki,South,Electronics,4K Smart TV,1.0,66906.83,0.0,66906.83,7864.31
ORD010396,2023-12-31,CUST0089,Avi Dugar,East,Furniture,TV Stand,3.0,4465.68,0.0,13397.04,3973.37
ORD007268,2023-08-07,CUST0102,Abdul Varty,West,Books,Data Science Handbook,5.0,997.88,0.0,4989.4,1687.21
ORD008491,2023-04-18,CUST0008,Sanya Memon,North,Clothing,Rain Coat,2.0,306.35,0.1,551.43,130.41
ORD002061,2023-12-25,CUST0332,Tamanna Mukherjee,East ,Toys,Science Kit,3.0,3471.35,0.0,10414.05,3402.36
ORD004106,2023-09-24,CUST0291,Kabir D’Alia,North,Furniture,Wooden Study Table,3.0,30776.66,0.25,69247.49,19071.89
ORD005286,2023-02-13,CUST0215,Kamya Apte,West,Groceries,Turmeric Powder 200g,8.0,280.94,0.15,1910.39,192.9
ORD011944,2023-02-19,CUST0286,Vanya Dada,East,Toys,Soft Stuffed Bear,4.0,718.61,0.0,2874.44,891.66
ORD004965,2023-10-01,CUST0108,Yadavi Golla,North,Furniture,Wooden Study Table,5.0,12191.5,0.15,51813.88,14565.56
ORD006786,2023-08-07,CUST0484,,West,Groceries,Instant Coffee 200g,8.0,481.92,0.05,3662.59,305.39
ORD008334,2023-08-12,CUST0333,Upma Sidhu,West,Clothing,Ethnic Saree,1.0,634.85,0.0,634.85,152.71
ORD000069,2023-06-30,CUST0226,Ronith Jaggi,North,Electronics,USB-C Hub,3.0,54404.96,0.1,146893.39,15622.02
ORD001908,2023-12-17,CUST0375,Veer Halder,North,Electronics,Smartwatch,5.0,32854.98,0.1,147847.41,19107.89
ORD000449,2023-05-12,CUST0436,Lekha Kulkarni,West,Sports,Gym Gloves,3.0,1319.68,0.0,3959.04,-101.42
ORD006707,2023-02-15,CUST0143,Krisha Srivastava,South,Books,Finance Basics,4.0,512.99,0.1,1846.76,737.26
ORD009167,2023-12-23,CUST0110,Yashica Sheth,West,Electronics,USB-C Hub,3.0,31276.7,0.05,89138.6,10712.11
ORD001714,2023-04-17,CUST0001,Aditya Bhakta,North,Electronics,4K Smart TV,2.0,2686.62,0.05,5104.58,771.92
ORD000702,2023-06-17,CUST0484,Yug Srivastava,West,Groceries,Toor Dal 1kg,1.0,138.05,0.0,138.05,12.81
ORD005997,2023-10-03,CUST0308,Charita Sule,North,Clothing,Track Pants,3.0,1303.52,0.25,2932.92,714.04
ORD006611,2023-09-29,CUST0135,Nandini Sarin,North,Groceries,Basmati Rice 5kg,5.0,687.79,0.3,2407.26,146.24
ORD008162,2023-01-08,CUST0278,Reyansh Dayal,South,Electronics,Tablet Pro,5.0,19542.23,0.0,97711.15,10387.45
ORD006474,2023-02-12,CUST0019,Saksham Pillay,West,Toys,Soft Stuffed Bear,3.0,3679.23,0.05,10485.81,-970.8
ORD004716,2023-10-24,CUST0161,Jalsa Narang,North,Electronics,Smartwatch,5.0,52451.94,0.0,262259.7,34377.7
ORD004973,2023-02-28,CUST0384,Darika Sani,West,Sports,Football,5.0,1800.91,0.1,8104.1,1910.21
ORD009225,2023-06-23,CUST0057,Anusha Ganesh,East,Electronics,Wireless Headphones,5.0,7257.64,0.0,36288.2,3272.37
ORD010478,2023-04-01,CUST0298,Faris Malhotra,West,Books,Digital Marketing,2.0,373.78,0.0,747.56,268.94
ORD009486,2023-08-30,CUST0030,Kashvi Sahota,North,Toys,Building Blocks,2.0,3097.62,0.0,6195.24,2070.72
ORD002385,2023-03-01,CUST0285,Mitesh Padmanabhan,West,Clothing,Casual Shorts,,2549.72,0.0,7649.16,2476.15
ORD010947,2023-12-22,CUST0477,Teerth Bobal,East,Books,Machine Learning A-Z,1.0,757.58,0.0,757.58,236.9
ORD002706,2023-04-21,CUST0023,Udyati D’Alia,West,Electronics,Tablet Pro,5.0,12177.73,0.1,54799.78,5120.14
ORD006451,2023-01-07,CUST0477,Teerth Bobal,East,Electronics,Smartphone X12,5.0,33411.97,0.1,150353.87,21925.55
ORD008860,2023-11-05,CUST0429,Daniel Rau,North,Books,Leadership 101,4.0,845.82,0.05,3214.12,1389.1
ORD011405,2023-03-03,CUST0127,Upma Sanghvi,East,Electronics,"Laptop 15""",5.0,37707.69,0.25,141403.84,15241.73
ORD001746,2023-02-17,CUST0047,Chameli Dani,East,Electronics,Wireless Headphones,1.0,35714.08,0.0,35714.08,4936.18
ORD010292,2023-04-02,CUST0263,Jacob Radhakrishnan,East,Furniture,3-Seater Sofa,2.0,7624.45,0.0,15248.9,3176.57
ORD006710,2023-09-07,CUST0454,Avi Kar,East,Books,Python Programming,2.0,398.96,0.0,797.92,250.02
ORD011951,2023-01-30,CUST0215,Kamya Apte,West,Electronics,Smartwatch,4.0,3635.76,0.0,14543.04,2229.38
ORD002699,2023-10-04,CUST0410,Matthew Sule,North,Books,Digital Marketing,5.0,553.03,0.05,2626.89,1182.36
ORD001424,2023-07-09,CUST0469,Brinda Doshi,South,Sports,Resistance Bands,3.0,3137.33,0.1,8470.79,2061.56
ORD001062,2023-08-11,CUST0052,Vivaan Parmer,East,Sports,Resistance Bands,4.0,2168.37,0.0,8673.48,1454.75
ORD000730,2023-05-08,CUST0291,Kabir D’Alia,North,Sports,Badminton Racket,3.0,7371.92,0.15,18798.4,3932.78
ORD011229,2023-12-10,CUST0049,Niharika Aurora,South,Clothing,Denim Jeans,1.0,4511.92,0.2,3609.54,775.32
ORD008576,2023-06-07,CUST0419,Indrajit Upadhyay,West,Groceries,Toor Dal 1kg,9.0,141.03,0.0,1269.27,115.17
ORD004728,2023-06-26,CUST0240,Suhani Shanker,South,Furniture,Office Chair,2.0,4157.78,0.15,7068.23,2171.75
ORD003142,2023-10-24,CUST0126,Chakrika Majumdar,North,Sports,Gym Gloves,4.0,5388.61,0.1,19399.0,3127.08
ORD004891,2023-09-07,CUST0004,Lucky Aggarwal,South,Electronics,DSLR Camera,3.0,34173.82,0.1,92269.31,13009.55
ORD010828,2023-09-16,CUST0073,Ethan Kamdar,West,Books,Excel for Beginners,5.0,437.13,0.0,2185.65,834.97
ORD005877,2023-12-23,CUST0294,Ekapad Dhingra,South,Clothing,Rain Coat,4.0,3494.59,0.25,10483.77,3264.18
ORD004431,2023-01-21,CUST0283,Dalbir Roy,South,Furniture,Coffee Table,3.0,2982.15,0.25,6709.84,-739.25
ORD004024,2023-11-30,CUST0033,Vasana Ahuja,East,Books,SQL Mastery,5.0,814.45,0.0,4072.25,1663.23
ORD002379,2023-04-16,CUST0456,Girindra Dutta,South,Furniture,Dining Set 6-Seater,1.0,17794.46,0.15,15125.29,4673.14
ORD010831,2023-04-24,CUST0111,Ishwar Bir,South,Sports,Resistance Bands,3.0,5573.16,0.15,14211.56,4014.79
ORD007794,2023-11-13,CUST0082,Nilima Rattan,South,Sports,Yoga Mat,2.0,2099.36,0.0,4198.72,1197.12
ORD003942,2023-12-28,CUST0308,Charita Sule,North,Toys,Science Kit,1.0,748.28,0.15,636.04,230.11
ORD003831,2023-09-02,CUST0077,Veda Dutt,East,Clothing,Sports T-Shirt,3.0,4175.06,0.0,12525.18,2858.54
ORD006029,2023-01-26,CUST0193,Aashi Virk,West,Toys,Remote Control Car,2.0,3014.59,0.0,6029.18,1424.11
ORD005540,2023-09-07,CUST0377,Lucky Dutta,East,Furniture,3-Seater Sofa,1.0,28284.76,0.3,19799.33,3508.3
ORD007598,2023-02-02,CUST0285,Mitesh Padmanabhan,West,Sports,Running Shoes,1.0,6937.36,0.0,6937.36,1971.35
ORD000758,2023-12-28,CUST0060,Reva Parsa,North,Electronics,Bluetooth Speaker,3.0,54512.68,0.0,163538.04,16846.18
ORD011803,2023-02-07,CUST0152,Shaurya Som,North,Clothing,Rain Coat,4.0,3826.4,0.0,15305.6,5261.61
ORD000968,2023-07-11,CUST0224,Gayathri Tata,South,Electronics,4K Smart TV,5.0,14793.45,0.2,59173.8,-1911.68
ORD002461,2023-11-11,CUST0114,,East,Clothing,Ethnic Saree,5.0,1546.97,0.1,6961.37,2120.07
ORD001478,2023-02-13,CUST0378,Bahadurjit Nath,West,Sports,Resistance Bands,5.0,5552.41,0.15,23597.74,6441.11
ORD010452,2023-06-01,CUST0230,Inaya Bose,West,Toys,Jigsaw Puzzle 1000,4.0,2018.43,0.15,6862.66,1581.95
ORD007070,2023-08-31,CUST0391,Geetika Ghosh,East,Sports,Resistance Bands,5.0,4754.53,0.05,22584.02,6253.76
ORD006344,2023-09-20,CUST0466,Inaya Cherian,West,Electronics,USB-C Hub,3.0,44015.99,0.0,132047.97,20560.75
ORD005642,2023-01-09,CUST0259,Brijesh Patla,North,Furniture,Dining Set 6-Seater,4.0,35658.24,0.0,142632.96,34293.77
ORD009943,2023-06-18,CUST0212,Reva Vyas,South,Electronics,DSLR Camera,1.0,45177.24,0.05,42918.38,5300.55
ORD003084,2023-03-12,CUST0086,Sara Chandran,East,Furniture,Dining Set 6-Seater,2.0,44212.69,0.25,66319.04,17223.46
ORD011721,2023-04-11,CUST0224,Gayathri Tata,South,Groceries,Basmati Rice 5kg,1.0,553.75,0.05,526.06,33.6
ORD001843,2023-04-16,CUST0047,Chameli Dani,East,Furniture,Shoe Rack,2.0,30168.01,0.1,54302.42,16720.2
ORD005758,2023-08-26,CUST0238,Dominic Kothari,West,Clothing,Denim Jeans,1.0,4601.99,0.15,3911.69,1262.16
ORD004008,2023-09-28,CUST0493,Lakshit Vaidya,North,Clothing,Sports T-Shirt,1.0,4103.04,0.0,4103.04,1594.12
ORD004831,2023-01-21,CUST0199,Ikshita Wable,West,Groceries,Turmeric Powder 200g,9.0,618.37,0.05,5287.06,392.47
ORD010193,2023-07-16,CUST0145,Kavya Sheth,West,Furniture,Wardrobe 3-Door,4.0,29195.54,0.0,116782.16,32902.72
ORD000655,2023-08-03,CUST0448,Wyatt Gade,West,Electronics,"Laptop 15""",3.0,43483.42,0.0,130450.26,18026.8
ORD005965,2023-01-07,CUST0452,Rachita Mammen,East,Clothing,Denim Jeans,5.0,2579.77,0.0,12898.85,3416.91
ORD007536,2023-04-28,CUST0303,Tarak Talwar,North,Toys,Board Game Monopoly,4.0,1504.65,0.0,6018.6,1476.01
ORD001912,2023-02-10,CUST0367,Sarthak Kari,West,Electronics,DSLR Camera,3.0,9690.48,0.2,23257.15,3093.53
ORD000425,2023-03-09,CUST0074,Maanas Sandhu,East,Sports,Cricket Bat,5.0,6630.29,0.1,29836.3,4738.75
ORD001234,2023-06-17,CUST0490,Rajata Suresh,South,Toys,Building Blocks,3.0,2321.56,0.1,6268.21,1931.75
ORD003717,2023-02-23,CUST0011,Xiti Dash,North,Electronics,Smartphone X12,4.0,2181.82,0.3,6109.1,754.01
ORD003758,2023-12-20,CUST0262,Quincy Ray,South,Groceries,Turmeric Powder 200g,8.0,795.63,0.0,6365.04,518.6
ORD001929,2023-05-11,CUST0028,Kashish Hans,East,Clothing,Ethnic Saree,3.0,2987.78,0.0,8963.34,2219.81
ORD009761,2023-12-09,CUST0308,Charita Sule,North,Groceries,Mixed Nuts 500g,2.0,699.5,0.15,1189.15,95.15
ORD008156,2023-11-03,CUST0371,Unni Hora,West,Toys,Painting Set,5.0,1419.73,0.15,6033.85,2186.51
ORD000652,2023-06-27,CUST0367,Sarthak Kari,West,Sports,Gym Gloves,3.0,364.72,0.0,1094.16,226.82
ORD001232,2023-04-18,CUST0214,Bimala Chopra,North,Sports,Yoga Mat,5.0,3586.65,0.0,17933.25,-345.61
ORD001541,2023-06-26,CUST0238,Dominic Kothari,NORTH,Books,Leadership 101,4.0,299.87,0.0,1199.48,350.71
ORD009958,2023-09-24,CUST0485,Om Seth,West,Groceries,Mixed Nuts 500g,3.0,678.38,0.1,1831.63,147.68
ORD005153,2023-03-01,CUST0475,Jhalak Kunda,North,Sports,Table Tennis Set,4.0,7247.99,0.0,28991.96,4983.42
ORD006713,2023-05-27,CUST0383,Ishani Chawla,South,Clothing,Winter Jacket,2.0,429.25,0.2,686.8,233.63
ORD003845,2023-12-29,CUST0394,Isaac Parekh,East,Furniture,TV Stand,3.0,12892.27,0.0,38676.81,9287.27
ORD003819,2023-11-02,CUST0001,Aditya Bhakta,North,Clothing,Salwar Kameez,4.0,2814.18,0.0,11256.72,2913.96
ORD011986,2023-02-05,CUST0065,Bhavya Kapadia,West,Sports,Table Tennis Set,5.0,5602.89,0.2,22411.56,3799.45
ORD002420,2023-02-21,CUST0128,Anjali Mall,East,Groceries,Whole Wheat Flour 5kg,4.0,97.35,0.05,369.93,23.42
ORD005880,2023-03-11,CUST0457,Amruta Gour,South,Books,SQL Mastery,4.0,830.36,0.0,3321.44,822.47
ORD001824,2023-04-03,CUST0462,Tarak Chadha,North,Furniture,Dining Set 6-Seater,1.0,44390.29,0.1,39951.26,7447.0
ORD005025,2023-01-27,CUST0418,Osha Gour,West,Groceries,Instant Coffee 200g,9.0,218.88,0.05,1871.42,182.62
ORD010633,2023-06-15,CUST0244,Kala Chand,East,Electronics,Smartwatch,2.0,84598.57,0.05,160737.28,14607.83
ORD004717,2023-01-21,CUST0307,Ekani Tak,South,Electronics,Tablet Pro,4.0,74418.67,0.1,267907.21,39830.4
ORD008540,2023-08-02,CUST0198,Dev Wagle,North,Groceries,Instant Coffee 200g,10.0,134.57,0.0,1345.7,131.2
ORD002758,2023-08-10,CUST0142,Irya Bava,South,Groceries,Oats 1kg,9.0,127.76,0.1,1034.86,65.6
ORD011958,2023-05-14,CUST0103,Aryan Prabhu,East,Toys,Building Blocks,5.0,472.0,0.05,2242.0,543.62
ORD009630,2023-11-04,CUST0047,Chameli Dani,East,Toys,Remote Control Car,4.0,3667.37,0.15,12469.06,2667.65
ORD008240,2023-09-01,CUST0425,Devika Issac,West,Clothing,Women Kurti,4.0,4667.75,0.1,16803.9,5697.78
ORD000283,2023-01-25,CUST0338,Chakradev Mand,East,Groceries,Oats 1kg,8.0,159.63,0.0,1277.04,98.04
ORD001404,2023-04-06,CUST0060,Reva Parsa,North,Electronics,USB-C Hub,5.0,52099.42,0.05,247472.24,28630.11
ORD001668,2023-06-25,CUST0211,Maanas Arora,North,Furniture,Bookshelf 5-Tier,5.0,37991.96,0.25,142469.85,40598.41
ORD011452,2023-12-04,CUST0068,Atharv Shenoy,East,Clothing,Women Kurti,3.0,3830.78,0.2,9193.87,2446.1
ORD010002,2023-06-13,CUST0003,Avi Johal,East,Groceries,Turmeric Powder 200g,9.0,546.65,0.25,3689.89,315.07
ORD009232,2023-06-03,CUST0127,Upma Sanghvi,East,Sports,Football,1.0,559.0,0.05,531.05,121.94
ORD008152,2023-01-05,CUST0347,Warjas Varkey,East,Clothing,Men Formal Shirt,5.0,2534.15,0.25,9503.06,-767.03
ORD004563,2023-03-12,CUST0277,Nirja Sarkar,North,Groceries,Toor Dal 1kg,5.0,557.0,0.0,2785.0,267.24
ORD008457,2023-02-09,CUST0354,Laban Sankaran,South,Electronics,"Laptop 15""",3.0,26029.13,0.0,78087.39,8275.09
ORD000823,2023-05-26,CUST0110,Yashica Sheth,West,Furniture,TV Stand,5.0,40595.36,0.0,202976.8,51574.24
ORD008325,2023-08-28,CUST0402,Upkaar Chandran,East,Clothing,Men Formal Shirt,1.0,4531.15,0.15,3851.48,1466.7
ORD004366,2023-06-19,CUST0269,Fiyaz Verma,West,Clothing,Men Formal Shirt,2.0,397.11,0.25,595.66,149.57
ORD008087,2023-03-22,CUST0261,Dalaja Nayak,East,Electronics,DSLR Camera,2.0,18212.57,0.1,32782.63,4609.87
ORD006039,2023-01-29,CUST0076,Vaishnavi Dar,South,Groceries,Basmati Rice 5kg,4.0,66.88,0.1,240.77,23.05
ORD006283,2023-05-15,CUST0473,Ranbir Jha,West,Sports,Yoga Mat,1.0,4136.71,0.3,2895.7,542.01
ORD005708,2023-04-13,CUST0382,Azaan Bains,South,Sports,Football,1.0,2020.12,0.25,1515.09,263.72
ORD010911,2023-05-16,CUST0280,Chandani Narayanan,East,Electronics,Gaming Mouse,1.0,32315.55,0.0,32315.55,3881.75
ORD011469,2023-06-05,CUST0445,Sachi Sibal,West,Electronics,4K Smart TV,2.0,4687.54,0.1,8437.57,985.96
ORD000133,2023-10-24,CUST0414,Sai Maharaj,North,Clothing,Men Formal Shirt,1.0,2159.96,0.15,1835.97,525.57
ORD004321,2023-12-10,CUST0122,Kalpit Bail,North,Groceries,Whole Wheat Flour 5kg,1.0,745.53,0.0,745.53,46.32
ORD001342,2023-01-16,CUST0286,Vanya Dada,East,Furniture,Shoe Rack,4.0,29350.42,0.15,99791.43,20066.78
ORD008535,2023-02-17,CUST0225,Avi Das,North,Furniture,Coffee Table,2.0,41803.05,0.0,83606.1,15114.06
ORD003290,2023-02-05,CUST0411,Agastya Goyal,North,Groceries,Basmati Rice 5kg,2.0,529.73,0.15,900.54,80.76
ORD004722,2023-09-13,CUST0167,Varsha Ben,West,Groceries,Basmati Rice 5kg,6.0,459.83,0.0,2758.98,190.46
ORD009579,2023-09-28,CUST0106,Samarth Vora,East,Sports,Running Shoes,3.0,6788.68,0.2,16292.83,2655.39
ORD001602,2023-10-17,CUST0113,Harita Chaudhari,North,Furniture,Office Chair,4.0,27115.55,0.3,75923.54,15410.26
ORD001237,2023-05-05,CUST0259,Brijesh Patla,North,Clothing,Track Pants,3.0,2269.67,0.0,6809.01,2019.63
ORD004030,2023-06-09,CUST0354,Laban Sankaran,South,Books,Power BI Guide,1.0,539.13,0.05,512.17,196.58
ORD006637,2023-04-26,CUST0110,Yashica Sheth,West,Groceries,Whole Wheat Flour 5kg,8.0,576.62,0.0,4612.96,269.92
ORD011272,2023-12-08,CUST0379,Amrita Contractor,East,Groceries,Instant Coffee 200g,4.0,608.71,0.0,2434.84,198.01
ORD008644,2023-11-16,CUST0276,Manthan Grover,North,Electronics,Smartphone X12,2.0,11315.7,0.05,21499.83,2422.65
ORD005803,2023-09-14,CUST0289,Ojasvi Chakraborty,West,Electronics,USB-C Hub,5.0,75658.12,0.0,378290.6,54091.35
ORD003258,2023-10-14,CUST0014,Dipta Wable,South,Groceries,Organic Honey 500g,6.0,133.94,0.1,723.28,70.9
ORD002337,2023-03-05,CUST0374,Theodore Chaudry,East,Toys,Building Blocks,2.0,2057.73,0.3,2880.82,910.03
ORD000347,2023-10-22,CUST0132,Aadhya Kuruvilla,North,Clothing,Track Pants,5.0,868.82,0.0,4344.1,1333.29
ORD001674,2023-07-03,CUST0207,Dipta Palla,West,Electronics,DSLR Camera,2.0,31538.95,0.0,63077.9,5739.49
ORD006765,2023-01-13,CUST0194,Panini Badami,South,Electronics,Smartwatch,5.0,13353.48,0.0,66767.4,7622.18
ORD007853,2023-04-10,CUST0449,Pratyush Hans,North,Books,Data Science Handbook,5.0,962.25,0.25,3608.44,1464.06
ORD002686,2023-09-11,CUST0344,Leela Rajagopalan,East,Sports,Football,2.0,5275.64,0.3,7385.9,1228.7
ORD001489,2023-03-27,CUST0444,Yagnesh Rout,East,Groceries,Basmati Rice 5kg,9.0,586.65,0.25,3959.89,230.27
ORD011366,2023-04-21,CUST0225,Avi Das,North,Books,Leadership 101,4.0,656.58,0.0,2626.32,720.75
ORD003741,2023-12-08,CUST0251,Faris Thakkar,South,Sports,Running Shoes,5.0,5507.88,0.0,27539.4,5427.83
ORD009234,2023-08-31,CUST0118,Jagrati Grover,South,Electronics,Bluetooth Speaker,2.0,28846.81,0.0,57693.62,5026.65
ORD002823,2023-04-15,CUST0391,Geetika Ghosh,East,Groceries,Turmeric Powder 200g,2.0,117.93,0.05,224.07,14.29
ORD010996,2023-11-19,CUST0022,,South,Electronics,Tablet Pro,4.0,64463.99,0.15,219177.57,28783.54
ORD000416,2023-03-08,CUST0435,Ekalinga Chowdhury,East,Clothing,Casual Shorts,5.0,3002.17,0.05,14260.31,4268.84
ORD004050,2023-12-02,CUST0452,Rachita Mammen,East,Electronics,Bluetooth Speaker,3.0,24083.35,0.1,65025.04,6070.98
ORD007666,2023-04-03,CUST0298,Faris Malhotra,West,Books,Machine Learning A-Z,5.0,380.11,0.0,1900.55,699.54
ORD001205,2023-02-05,CUST0161,Jalsa Narang,North,Electronics,Smartphone X12,1.0,12202.08,0.0,12202.08,1506.85
ORD008338,2023-10-04,CUST0083,Tanmayi Pant,East,Furniture,Bookshelf 5-Tier,3.0,3688.9,0.0,11066.7,2721.07
ORD011017,2023-02-12,CUST0228,Azad Nayak,North,Toys,Science Kit,5.0,1577.01,0.05,7490.8,2359.68
ORD007833,2023-04-04,CUST0331,Yashvi Manne,West,Furniture,Bookshelf 5-Tier,4.0,8960.12,0.15,30464.41,-4272.29
ORD004899,2023-12-18,CUST0238,Dominic Kothari,West,Groceries,Basmati Rice 5kg,4.0,286.56,0.1,1031.62,77.12
ORD000615,2023-05-07,CUST0325,Advik Palan,East,Clothing,Men Formal Shirt,5.0,1564.05,0.1,7038.23,2303.47
